"","seg_min","seg_max","seg_05","seg_50","seg_95","seg_mean","seg_sd","seg_range","max_min_ratio","seg_big_count35","seg_big_count50","seg_big_count75","seg_sum","mean_change_abs","harmonic_mean","geometric_mean","seg_variance","seg_skewness","seg_kurtosis","meanAD","autocorr_1","autocorr_10","autocorr_100","entropy","slope","slope_abs","rollingavg_min","rollingavg_max","rollingavg_avg","rollingavg_q05","rollingavg_q95","rollingstd_min","rollingstd_max","rollingstd_avg","rollingstd_q05","rollingstd_q95","y"
"1",-2.16817137336191,4.62772962289743,-0.491260737921292,0.0382899890599544,0.74435762503495,0.0599133104116886,0.466977864856247,6.79590099625934,2.13439291734666,0,0,0,35.9479862470132,-0.00029468599164232,0.111965019088169,0.416178206200851,0.218068326265699,2.35956557748724,25.1210990688699,0.261703969274132,1,-0.043920083714071,-0.00843238126815663,12.5535632470463,-27.0651167603272,-89.8496029928868,-0.128140239419866,0.252631949980935,0.0552689375752289,-0.0726634965932593,0.171308088337387,0.198443442014955,1.15376033445133,0.395674822508345,0.230462406301869,0.672173392002962,1.430797187
"2",-4.10985737229315,3.12733589645056,-0.579519192418167,0.0382899890599544,0.656099170538076,0.0377015993633085,0.501188624909714,7.23719326874371,0.760935383678686,0,0,0,22.6209596179851,0.00088405797492696,0.118827316799127,0.411688184103454,0.25119003773889,-1.37270037209611,18.7064369096011,0.261703969274132,1,-0.0236063900136536,-0.00969755601236414,18.2885831801313,-12.0677057112421,-12.6805036724306,-0.153356940704687,0.265240300623346,0.0351713157561779,-0.113010218648973,0.134113453942275,0.202363045849536,0.796942341087632,0.483809652827181,0.263536351715361,0.7729016940679,1.3914988942
"3",-3.40378973631815,8.59936007525678,-0.667777646915041,0.0382899890599544,0.656099170538076,0.0278460719444909,0.625669376498582,12.0031498115749,2.52640754612494,0,0,0,16.7076431666945,0.000442028987463476,0.10739147822343,0.38255944972393,0.391462168688124,4.22273672548535,68.2918022169884,0.261703969274132,1,0.00573125415142734,0.0303364861804011,21.0814875219595,13.2363683568945,9.73641232594992,-0.165965291347098,0.22237190843915,0.021382324505909,-0.0802285069787057,0.161221407823458,0.173071614651833,1.65141026436883,0.530732668661874,0.243248308175442,1.59442258868082,1.3531960958
"4",-7.90497091565875,4.27469580490993,-0.579519192418167,0.0382899890599544,0.74435762503495,0.0434383989056054,0.635612273144845,12.1796667205687,0.540760472178626,0,0,0,26.0630393433632,-0.000147342995821157,0.120146323804889,0.438508479796407,0.404002961772357,-3.13842354286572,53.6181921581836,0.392555953911198,1,-0.00438399183484064,-0.181967021500603,16.8021645073797,7.65940901314899,-20.2752829275768,-0.367698901625668,0.323238713578435,0.0418630976165668,-0.266832096486383,0.229936918824596,0.17036511937266,1.51524951515292,0.550430030556234,0.237532941924956,1.4941276020457,1.313797803
"5",-10.6409830050619,7.09896634880991,-0.667777646915041,0.0382899890599544,0.656099170538076,0.0404964504223762,0.766070886238765,17.7399493538718,0.667134450401149,0,0,0,24.2978702534257,-0.000294685991642319,0.117570323997724,0.418859443280163,0.586864602742647,-3.16186943336283,84.3712851021061,0.261703969274132,1,-0.0366586756188562,-0.00762402743269935,17.1796004889539,4.83419122533551,7.56742244772724,-0.234050384816116,0.716619253621647,0.0428209758455839,-0.140118172530156,0.580449066683612,0.196753967060058,1.92358245007102,0.592554945996984,0.229863397569756,1.86529279214772,1.2743995102
"6",-1.55036219188379,3.21559435094744,-0.495673660646136,0.0382899890599544,0.656099170538076,0.0319647998210117,0.420574549596103,4.76595654283122,2.07409234292555,0,0,0,19.178879892607,0.000884057974926957,0.123675128239828,0.425490862447827,0.176882951767965,0.948963367432036,11.2707901477789,0.392555953911198,1,-0.0232095613719192,-0.00893845549481927,19.3839187853511,0.899220430228804,-5.66284527894612,-0.107966878392009,0.224893578567632,0.0358173266548173,-0.0669897388041745,0.154286814970132,0.227891924306428,0.729208557863617,0.414250595236073,0.269328374471044,0.61512240310524,1.2360967118
"7",-2.78598055484003,7.18722480330679,-0.579519192418167,0.0382899890599544,0.656099170538076,0.0362306251216939,0.553559621513949,9.97320535814682,2.57978283115457,0,0,0,21.7383750730164,-2.31804777503819e-18,0.125425969388727,0.448197318399261,0.306428254570667,4.05030446195079,54.462649135432,0.392555953911198,1,0.00184924902767001,-0.0389983296322504,17.6442189854282,3.12161399806674,17.1930518578557,-0.211355353659776,0.242545269467007,0.0346054993139213,-0.111118966052612,0.202198547411293,0.207694762433336,1.39024870603,0.501628861850835,0.275925198824733,1.37892123240819,1.196798419
"8",-4.19811582679002,2.59778516946931,-0.491260737921292,0.0382899890599544,0.567840716041201,0.00151563301958998,0.493024903756694,6.79590099625934,0.618797879013177,0,0,0,0.90937981175399,0.00044202898746348,0.107464110175477,0.408855783080101,0.243073555724297,-2.56531833839684,26.2109312508598,0.261703969274132,1,-0.0480234237768725,-0.0121454556802882,72.5892436732695,7.72740788331,-13.8171826623818,-0.264310426357901,0.179503516254954,-0.000403836144758154,-0.175421554328906,0.125918026024708,0.192142036522,0.971025028105312,0.447399774629587,0.236842999138192,0.859559506140484,1.1584956206
"9",-5.96328491672751,4.27469580490993,-0.58393211514301,0.0382899890599544,0.74435762503495,0.00666404286524099,0.665994693610601,10.2379807216374,0.71683574818286,0,0,0,3.9984257191446,-0.00014734299582116,0.12598521319856,0.445317051989691,0.443548931917479,-1.84424045566966,29.1308535851659,0.392555953911198,1,0.0205050690760099,0.048104993824755,54.4222299801801,15.6961943160376,-26.6269183837263,-0.289527127642722,0.315673703192988,0.0190121327950389,-0.107966878392009,0.217328568182185,0.209014270490331,1.30476201909428,0.571251619685646,0.279425893391839,1.07273913760173,1.1190973278
"10",-7.81671246116187,2.68604362396619,-0.667777646915041,0.0382899890599544,0.656099170538076,-0.00495665364351414,0.643935723866344,10.5027560851281,0.34362830119594,0,0,0,-2.97399218610849,-0.00029468599164232,0.110579232698397,0.409778963536803,0.414653216471272,-5.28002338052183,61.8544393293845,0.261703969274132,1,-0.0425118688675947,-0.00268080225955388,47.6118052206018,13.3849581918676,-18.2021316879093,-0.539172470362453,0.227415248696114,-0.00963510912393657,-0.261158338697298,0.136635124070757,0.206652095596395,1.93661581166314,0.548447430734895,0.262366313593188,1.44437384540129,1.079699035
